Serial # in Treebank,Citation,Greek text,English,Lemmas,,,,,,,,,,,,,,,,,,,,,,Serial # in Treebank,Citation,Greek text,English,Lemmas
2279402,16.345-16.346,[16.345] Ἰδομενεὺς δ᾽ Ἐρύμαντα κατὰ στόμα νηλέϊ χαλκῷ [16.346] νύξε:,"Then Idomeneus smote Erymas upon the mouth with a thrust of the pitiless bronze,",Ἰδομενεύς δέ Ἐρύμας κατά στόμα νηλής χαλκός νύσσω,,,,,,,,,,,,,,,,,,,,,,,,,,
2279403,16.346-16.347,"[16.346] τὸ δ᾽ ἀντικρὺ δόρυ χάλκεον ἐξεπέρησε [16.347] νέρθεν ὑπ᾽ ἐγκεφάλοιο, κέασσε δ᾽ ἄρ᾽ ὀστέα λευκά:","and clean through passed the spear of bronze beneath the brain, and clave asunder the white bones;",ὁ δέ ἀντικρύ δόρυ χάλκεος ἐκπεράω ἔνερθεν ὑπό ἐγκέφαλος κεάζω δέ ἄρα ὀστέον λευκός,,,,,,,,,,,,,,,,,,,,,,,,,,
2279404,16.348-16.349,"[16.348] ἐκ δ᾽ ἐτίναχθεν ὀδόντες, ἐνέπλησθεν δέ οἱ ἄμφω [16.349] αἵματος ὀφθαλμοί:","and his teeth were shaken out, and both his eyes were filled with blood;",ἐκ δέ τινάσσω ὀδούς ἐμπίπλημι δέ ἕ ἄμφω αἷμα ὀφθαλμός,,,,,,,,,,,,,,,,,,,,,,,,,,
2279405,16.349-16.350,[16.349] τὸ δ᾽ ἀνὰ στόμα καὶ κατὰ ῥῖνας [16.350] πρῆσε χανών:,"and up through mouth and nostrils he spurted blood as he gaped,",ὁ δέ ἀνά στόμα καί κατά ῥίς πρήθω χάσκω,,,,,,,,,,,,,,,,,,,,,,,,,,
2279406,16.35,[16.350] θανάτου δὲ μέλαν νέφος ἀμφεκάλυψεν.,and a black cloud of death enfolded him.,θάνατος δέ μέλας νέφος ἀμφικαλύπτω,,,,,,,,,,,,,,,,,,,,,,,,,,
2279407,16.351,[16.351] οὗτοι ἄρ᾽ ἡγεμόνες Δαναῶν ἕλον ἄνδρα ἕκαστος.,"These, then, leaders of the Damans, slew each his man.",οὗτος ἄρα ἡγεμών Δαναοί αἱρέω ἀνήρ ἕκαστος,,,,,,,,,,,,,,,,,,,,,,,,,,
2279408,16.352-16.354,"[16.352] ὡς δὲ λύκοι ἄρνεσσιν ἐπέχραον ἢ ἐρίφοισι [16.353] σίνται ὑπ᾽ ἐκ μήλων αἱρεύμενοι, αἵ τ᾽ ἐν ὄρεσσι [16.354] ποιμένος ἀφραδίῃσι διέτμαγεν: [0]","And as murderous wolves fall upon lambs or kids, choosing them from out the flocks, when through the witlessness of the shepherd they are scattered among the mountains,",ὡς δέ λύκος ἀρνός ἐπιχράω ἤ ἔριφος σίντης ὑπό ἐκ μῆλον αἱρέω ὅς τε ἐν ὄρος ποιμήν ἀφραδία διατμήγω,,,,,,,,,,,,,,,,,,,,,,,,,,
2279409,16.354-16.355,[16.354] οἳ δὲ ἰδόντες [16.355] αἶψα διαρπάζουσιν ἀνάλκιδα θυμὸν ἐχούσας: [0],"and the wolves seeing it, forthwith harry the young whose hearts know naught of valour;",ὁ δέ εἶδον αἶψα διαρπάζω ἄναλκις θυμός ἔχω,,,,,,,,,,,,,,,,,,,,,,,,,,
2279410,16.356,[16.356] ὣς Δαναοὶ Τρώεσσιν ἐπέχραον:,"even so the Damans fell upon the Trojans,",ὡς Δαναοί Τρώς ἐπιχράω,,,,,,,,,,,,,,,,,,,,,,,,,,
2279411,16.356-16.357,"[16.356] οἳ δὲ φόβοιο [16.357] δυσκελάδου μνήσαντο, λάθοντο δὲ θούριδος ἀλκῆς.","and they bethougnt them of ill-sounding flight, and forgat their furious valour.",ὁ δέ φόβος δυσκέλαδος μιμνήσκω λανθάνω δέ θοῦρις ἀλκή,,,,,,,,,,,,,,,,,,,,,,,,,,
2279412,16.358-16.359,[16.358] Αἴας δ᾽ ὃ μέγας αἰὲν ἐφ᾽ Ἕκτορι χαλκοκορυστῇ [16.359] ἵετ᾽ ἀκοντίσσαι:,"And the great Aias was ever fain to cast his spear at Hector, harnessed in bronze,",Αἴας δέ ὁ μέγας ἀεί ἐπί Ἕκτωρ χαλκοκορυστής ἵημι ἀκοντίζω,,,,,,,,,,,,,,,,,,,,,,,,,,
2279413,16.359-16.361,[16.359] ὃ δὲ ἰδρείῃ πολέμοιο [16.360] ἀσπίδι ταυρείῃ κεκαλυμμένος εὐρέας ὤμους [16.361] σκέπτετ᾽ ὀϊστῶν τε ῥοῖζον καὶ δοῦπον ἀκόντων.,"but he in his cunning of war, his broad shoulders covered with shield of bull's-hide, ever watched the whirring of arrows and the hurtling of spears.",ὁ δέ ἰδρεία πόλεμος ἀσπίς ταύρειος καλύπτω εὐρύς ὦμος σκέπτομαι ὀιστός τε ῥοῖζος καί δοῦπος ἄκων,,,,,,,,,,,,,,,,,,,,,,,,,,
2279414,16.362,[16.362] ἦ μὲν δὴ γίγνωσκε μάχης ἑτεραλκέα νίκην:,"In sooth he knew the tide of victory was turning,",ἦ μέν δή γιγνώσκω μάχη ἑτεραλκής νίκη,,,,,,,,,,,,,,,,,,,,,,,,,,
2279415,16.363,"[16.363] ἀλλὰ καὶ ὧς ἀνέμιμνε, σάω δ᾽ ἐρίηρας ἑταίρους.","but even so he abode, and sought to save his trusty comrades.",ἀλλά καί ὡς ἀναμίμνω σώζω δέ ἐρίηρος ἑταῖρος,,,,,,,,,,,,,,,,,,,,,,,,,,
2279416,16.364-16.367,"[16.364] ὡς δ᾽ ὅτ᾽ ἀπ᾽ Οὐλύμπου νέφος ἔρχεται οὐρανὸν εἴσω [16.365] αἰθέρος ἐκ δίης, ὅτε τε Ζεὺς λαίλαπα τείνῃ, [16.366] ὣς τῶν ἐκ νηῶν γένετο ἰαχή τε φόβος τε, [16.367] οὐ δὲ κατὰ μοῖραν πέραον πάλιν.","And as when from Olympus a cloud fareth toward heaven out of the bright air, when Zeus spreadeth forth the tempest, even so from the ships came the shouting and the rout of these; nor was it in good order that they crossed the trench again.",ὡς δέ ὅτι2 ἀπό Ὄλυμπος νέφος ἔρχομαι οὐρανός εἴσω αἰθήρ ἐκ δῖος ὅτε τε Ζεύς λαῖλαψ τείνω ὡς ὁ ἐκ ναῦς γίγνομαι ἰαχή τε φόβος τε οὐ δέ κατά μοῖρα περάω πάλιν,,,,,,,,,,,,,,,,,,,,,,,,,,
2279417,16.367-16.369,"[16.367] Ἕκτορα δ᾽ ἵπποι [16.368] ἔκφερον ὠκύποδες σὺν τεύχεσι, λεῖπε δὲ λαὸν [16.369] Τρωϊκόν, οὓς ἀέκοντας ὀρυκτὴ τάφρος ἔρυκε.","Hector verily did his swift-footed horses bear forth with his battle-gear, and he left tbe hosts of Troy, whom the digged trench held back against their will.",Ἕκτωρ δέ ἵππος ἐκφέρω ὠκύπους σύν τεῦχος λείπω δέ λαός Τρωικός ὅς ἀέκων ὀρυκτός τάφρος ἐρύκω,,,,,,,,,,,,,,,,,,,,,,,,,,
2279418,16.370-16.373,"[16.370] πολλοὶ δ᾽ ἐν τάφρῳ ἐρυσάρματες ὠκέες ἵπποι [16.371] ἄξαντ᾽ ἐν πρώτῳ ῥυμῷ λίπον ἅρματ᾽ ἀνάκτων, [16.372] Πάτροκλος δ᾽ ἕπετο σφεδανὸν Δαναοῖσι κελεύων [16.373] Τρωσὶ κακὰ φρονέων:","And in the trench many pairs of swift horses, drawers of chariots, brake the pole at the end, and left the chariots of their lords. But Patroclus followed after, calling fiercely to the Danaans, with purpose of evil toward the Trojans,",πολύς δέ ἐν τάφρος ἐρυσάρματες ὠκύς ἵππος ἄγνυμι ἐν πρῶτος ῥυμός λείπω ἅρμα ἄναξ Πάτροκλος δέ ἕπομαι σφεδανός Δαναοί κελεύω Τρώς κακός φρονέω,,,,,,,,,,,,,,,,,,,,,,,,,,
2279419,16.373-16.374,"[16.373] οἳ δὲ ἰαχῇ τε φόβῳ τε [16.374] πάσας πλῆσαν ὁδούς, ἐπεὶ ἂρ τμάγεν:","while they with shouting and in flight filled all the ways, now that their ranks were broken;",ὁ δέ ἰαχή τε φόβος τε πᾶς πίμπλημι ὁδός2 ἐπεί ἄρα τμήγω,,,,,,,,,,,,,,,,,,,,,,,,,,
2279420,16.374-16.376,"[16.374] ὕψι δ᾽ ἀέλλη [16.375] σκίδναθ᾽ ὑπὸ νεφέων, τανύοντο δὲ μώνυχες ἵπποι [16.376] ἄψορρον προτὶ ἄστυ νεῶν ἄπο καὶ κλισιάων.","and on high a cloud of dust was spread up beneath the clouds, and the single-hoofed horses strained back toward the city from the ships and the huts.",ὕψι δέ ἄελλα σκίδνημι ὑπό νέφος τανύω δέ μῶνυξ ἵππος ἄψορρος πρός ἄστυ ναῦς ἀπό καί κλισία,,,,,,,,,,,,,,,,,,,,,,,,,,
2279421,16.377-16.378,"[16.377] Πάτροκλος δ᾽ ᾗ πλεῖστον ὀρινόμενον ἴδε λαόν, [16.378] τῇ ῥ᾽ ἔχ᾽ ὁμοκλήσας:","And Patroclus, wheresoever he saw the greatest throng huddled in rout, thither would with shouting;",Πάτροκλος δέ ᾗ πλεῖστος ὀρίνω εἶδον λαός τῇ ἄρα ἔχω ὁμοκλέω,,,,,,,,,,,,,,,,,,,,,,,,,,
2279422,16.378-16.379,"[16.378] ὑπὸ δ᾽ ἄξοσι φῶτες ἔπιπτον [16.379] πρηνέες ἐξ ὀχέων, δίφροι δ᾽ ἀνακυμβαλίαζον.","and beneath his axle-trees men kept falling headlong from their cars, and the chariots were overturned.",ὑπό δέ ἄξων φώς πίπτω πρηνής ἐκ ὄχος δίφρος δέ ἀνακυμβαλιάζω,,,,,,,,,,,,,,,,,,,,,,,,,,
2279423,16.380-16.382,"[16.380] ἀντικρὺ δ᾽ ἄρα τάφρον ὑπέρθορον ὠκέες ἵπποι [16.381] ἄμβροτοι, οὓς Πηλῆϊ θεοὶ δόσαν ἀγλαὰ δῶρα, [16.382] πρόσσω ἱέμενοι, ἐπὶ δ᾽ Ἕκτορι κέκλετο θυμός:","And straight over the trench leapt the swift horses—the immortal horses that the gods gave as glorious gifts to Peleus—in their onward flight, and against Hector did the heart of Patroclus urge him on,",ἀντικρύ δέ ἄρα τάφρος ὑπερθρώσκω ὠκύς ἵππος ἄμβροτος ὅς Πηλεύς θεός δίδωμι ἀγλαός δῶρον πρόσω ἵημι ἐπί δέ Ἕκτωρ κέλομαι θυμός,,,,,,,,,,,,,,,,,,,,,,,,,,
2279424,16.383,[16.383] ἵετο γὰρ βαλέειν:,for he was fain to smite him;,ἵημι γάρ βάλλω,,,,,,,,,,,,,,,,,,,,,,,,,,
2279425,16.383,[16.383] τὸν δ᾽ ἔκφερον ὠκέες ἵπποι.,but his swift horses ever bare Hector forth.,ὁ δέ ἐκφέρω ὠκύς ἵππος,,,,,,,,,,,,,,,,,,,,,,,,,,
2279426,16.384-16.388,"[16.384] ὡς δ᾽ ὑπὸ λαίλαπι πᾶσα κελαινὴ βέβριθε χθὼν [16.385] ἤματ᾽ ὀπωρινῷ, ὅτε λαβρότατον χέει ὕδωρ [16.386] Ζεύς, ὅτε δή ῥ᾽ ἄνδρεσσι κοτεσσάμενος χαλεπήνῃ, [16.387] οἳ βίῃ εἰν ἀγορῇ σκολιὰς κρίνωσι θέμιστας, [16.388] ἐκ δὲ δίκην ἐλάσωσι θεῶν ὄπιν οὐκ ἀλέγοντες: [0]","And even as beneath a tempest the whole black earth is oppressed, on a day in harvest-time, when Zeus poureth forth rain most violently, whenso in anger he waxeth wroth against men that by violence give crooked judgments in the place of gathering, and drive justice out, recking not of the vengeance of the gods;",ὡς δέ ὑπό λαῖλαψ πᾶς κελαινός βρίθω χθών ἦμαρ ὀπωρινός ὅτε λάβρος χέω ὕδωρ Ζεύς ὅτε δή ἄρα ἀνήρ κοτέω χαλεπαίνω ὁ βία ἐν ἀγορά σκολιός κρίνω θέμις ἐκ δέ δίκη ἐλαύνω θεός ὄπις οὐ ἀλέγω,,,,,,,,,,,,,,,,,,,,,,,,,,
2279427,16.389-16.392,"[16.389] τῶν δέ τε πάντες μὲν ποταμοὶ πλήθουσι ῥέοντες, [16.390] πολλὰς δὲ κλιτῦς τότ᾽ ἀποτμήγουσι χαράδραι, [16.391] ἐς δ᾽ ἅλα πορφυρέην μεγάλα στενάχουσι ῥέουσαι [16.392] ἐξ ὀρέων ἐπικάρ, μινύθει δέ τε ἔργ᾽ ἀνθρώπων: [0]","and all their rivers flow in flood, and many a hillside do the torrents furrow deeply, and down to the dark sea they rush headlong from the mountains with a mighty roar, and the tilled fields of men are wasted;",ὁ δέ τε πᾶς μέν ποταμός πλήθω ῥέω πολύς δέ κλιτύς τότε ἀποτμήγω χαράδρα εἰς δέ ἅλς πορφύρεος μέγας στενάχω ῥέω ἐκ ὄρος ἐπίκαρ μινύθω δέ τε ἔργον ἄνθρωπος,,,,,,,,,,,,,,,,,,,,,,,,,,
2279428,16.393,[16.393] ὣς ἵπποι Τρῳαὶ μεγάλα στενάχοντο θέουσαι.,even so 1 mighty was the roar of the mares of Troy as they sped on.,ὡς ἵππος Τρωιός μέγας στενάχω θέω,,,,,,,,,,,,,,,,,,,,,,,,,,
2279429,16.394-16.398,"[16.394] Πάτροκλος δ᾽ ἐπεὶ οὖν πρώτας ἐπέκερσε φάλαγγας, [16.395] ἂψ ἐπὶ νῆας ἔεργε παλιμπετές, οὐ δὲ πόληος [16.396] εἴα ἱεμένους ἐπιβαινέμεν, ἀλλὰ μεσηγὺ [16.397] νηῶν καὶ ποταμοῦ καὶ τείχεος ὑψηλοῖο [16.398] κτεῖνε μεταΐσσων, πολέων δ᾽ ἀπετίνυτο ποινήν.","But when Patroclus had cut off the foremost battalions, he hemmed them back again towards the ships and would not suffer them for all their eagerness to set foot in the city, but in the mid-space between the ships and the river and the high wall he rushed among them and slew them, and got him vengeance for many a slain comrade.",Πάτροκλος δέ ἐπεί οὖν πρῶτος ἐπικείρω φάλαγξ ἄψ ἐπί ναῦς ἔργω παλιμπετής οὐ δέ πόλις ἐάω ἵημι ἐπιβαίνω ἀλλά μεσηγύ ναῦς καί ποταμός καί τεῖχος ὑψηλός κτείνω μεταίσσω πολύς δέ ἀποτίνω ποινή,,,,,,,,,,,,,,,,,,,,,,,,,,
2279430,16.399-16.400,"[16.399] ἔνθ᾽ ἤτοι Πρόνοον πρῶτον βάλε δουρὶ φαεινῷ [16.400] στέρνον γυμνωθέντα παρ᾽ ἀσπίδα, λῦσε δὲ γυῖα:","There verily he first smote Pronous with a cast of his bright spear, upon the breast where it was left bare beside the shield, and loosed his limbs;",ἔνθα ἤτοι Πρόνοος πρῶτος βάλλω δόρυ φαεινός στέρνον γυμνόω παρά ἀσπίς λύω δέ γυῖον,,,,,,,,,,,,,,,,,,,,,,,,,,
2279431,16.401,[16.401] δούπησεν δὲ πεσών:,and he feIl with a thud.,δουπέω δέ πίπτω,,,,,,,,,,,,,,,,,,,,,,,,,,
2279432,16.401-16.402,[16.401] ὃ δὲ Θέστορα Ἤνοπος υἱὸν [16.402] δεύτερον ὁρμηθείς: [0],"Next upon Thestor, son of Enops, he rushed.",ὁ δέ Θέστωρ ἦνοψ υἱός δεύτερος ὁρμάω,,,,,,,,,,,,,,,,,,,,,,,,,,
2279433,16.402-16.403,[16.402] ὃ μὲν εὐξέστῳ ἐνὶ δίφρῳ [16.403] ἧστο ἀλείς:,"Crouching he sat in his polished car,",ὁ μέν εὔξεστος ἐν δίφρος ἧμαι εἴλω,,,,,,,,,,,,,,,,,,,,,,,,,,
2279434,16.403-16.404,"[16.403] ἐκ γὰρ πλήγη φρένας, ἐκ δ᾽ ἄρα χειρῶν [16.404] ἡνία ἠΐχθησαν:","for his wits were distraught with terror, and the reins had slipped from his hands,",ἐκ γάρ πλήσσω φρήν ἐκ δέ ἄρα χείρ ἡνία ἀίσσω,,,,,,,,,,,,,,,,,,,,,,,,,,
2279435,16.404-16.408,"[16.404] ὃ δ᾽ ἔγχεϊ νύξε παραστὰς [16.405] γναθμὸν δεξιτερόν, διὰ δ᾽ αὐτοῦ πεῖρεν ὀδόντων, [16.406] ἕλκε δὲ δουρὸς ἑλὼν ὑπὲρ ἄντυγος, ὡς ὅτε τις φὼς [16.407] πέτρῃ ἔπι προβλῆτι καθήμενος ἱερὸν ἰχθὺν [16.408] ἐκ πόντοιο θύραζε λίνῳ καὶ ἤνοπι χαλκῷ: [0]","but Patroclus drew nigh to him, and smote him upon the right jaw with his spear, and drave it through his teeth; and he laid hold of the spear and dragged him over the chariot-rim, as when a man sitting upon a jutting rock draggeth to land a sacred fish from out the sea, with line and gleaming hook of bronze;",ὁ δέ ἔγχος νύσσω παρίστημι γναθμός δεξιτερός διά δέ αὐτός πείρω ὀδούς ἕλκω δέ δόρυ αἱρέω ὑπέρ ἄντυξ ὡς ὅτε τις φώς πέτρα ἐπί προβλής κάθημαι ἱερός ἰχθύς ἐκ πόντος θύραζε λίνον καί ἦνοψ χαλκός,,,,,,,,,,,,,,,,,,,,,,,,,,
2279436,16.409-16.410,"[16.409] ὣς ἕλκ᾽ ἐκ δίφροιο κεχηνότα δουρὶ φαεινῷ, [16.410] κὰδ δ᾽ ἄρ᾽ ἐπὶ στόμ᾽ ἔωσε:","even so on the bright spear dragged he him agape from out the car, and cast him down upon his face;",ὡς ἕλκω ἐκ δίφρος χάσκω δόρυ φαεινός κατά δέ ἄρα ἐπί στόμα ὠθέω,,,,,,,,,,,,,,,,,,,,,,,,,,
