Serial # in Treebank,Citation,Greek text,English,Lemmas
2187991,9.497-9.499,"[9.497] εἰ δὲ φθεγξαμένου τευ ἢ αὐδήσαντος ἄκουσε, [9.498] σύν κεν ἄραξ᾽ ἡμέων κεφαλὰς καὶ νήια δοῦρα [9.499] μαρμάρῳ ὀκριόεντι βαλών:","And had he heard one of us uttering a sound or speaking, he would have hurled a jagged rock and crushed our heads and the timbers of our ship,",εἰ δέ φθέγγομαι σύ ἤ αὐδάω ἀκούω σύν ἄν ἀράσσω ἐγώ κεφαλή καί νήιος δόρυ μάρμαρος ὀκριόεις βάλλω
2187992,9.499,[9.499] τόσσον γὰρ ἵησιν.,so mightily does he throw.,τόσος γάρ ἵημι
2187994,9.500-9.501,"&#34; [9.500] ὣς φάσαν, ἀλλ᾽ οὐ πεῖθον ἐμὸν μεγαλήτορα θυμόν, [9.501] ἀλλά μιν ἄψορρον προσέφην κεκοτηότι θυμῷ:","So they spoke, but they could not persuade my great-hearted spirit; and I answered him again with angry heart:",ὡς φημί ἀλλά οὐ πείθω ἐμός μεγαλήτωρ θυμός ἀλλά μιν ἄψορρος πρόσφημι κοτέω θυμός
2187995,9.502-9.505,"&#34; [9.502] Κύκλωψ, αἴ κέν τίς σε καταθνητῶν ἀνθρώπων [9.503] ὀφθαλμοῦ εἴρηται ἀεικελίην ἀλαωτύν, [9.504] φάσθαι Ὀδυσσῆα πτολιπόρθιον ἐξαλαῶσαι, [9.505] υἱὸν Λαέρτεω, Ἰθάκῃ ἔνι οἰκί᾽ ἔχοντα.","Cyclops, if any one of mortal men shall ask thee about the shameful blinding of thine eye, say that Odysseus, the sacker of cities, blinded it, even the son of Laertes, whose home is in Ithaca .",Κύκλωψ εἰ ἄν τις σύ καταθνητός ἄνθρωπος ὀφθαλμός ἔρομαι ἀεικής ἀλαωτύς φημί Ὀδυσσεύς πτολιπόρθιος ἐξαλαόω υἱός Λαέρτης Ἰθάκη ἐν οἰκίον ἔχω
2187996,9.506,"᾽&#34; [9.506] ὣς ἐφάμην, ὁ δέ μ᾽ οἰμώξας ἠμείβετο μύθῳ:","So I spoke, and he groaned and said in answer:",θυοτε θυοτε ὡς φημί ὁ δέ ἐγώ οἰμώζω ἀμείβω μῦθος
2187997,9.507,"᾽ [9.507] ὢ πόποι, ἦ μάλα δή με παλαίφατα θέσφαθ᾽ ἱκάνει.","Lo now, verily a prophecy uttered long ago is come upon me.",θυοτε ὦ πόποι ἦ μάλα δή ἐγώ παλαίφατος θέσφατος ἱκάνω
2187998,9.508-9.510,"[9.508] ἔσκε τις ἐνθάδε μάντις ἀνὴρ ἠύς τε μέγας τε, [9.509] Τήλεμος Εὐρυμίδης, ὃς μαντοσύνῃ ἐκέκαστο [9.510] καὶ μαντευόμενος κατεγήρα Κυκλώπεσσιν:","There lived here a soothsayer, a good man and tall, Telemus, son of Eurymus, who excelled all men in soothsaying, and grew old as a seer among the Cyclopes.",εἰμί τις ἐνθάδε μάντις ἀνήρ ἐύς τε μέγας τε Τήλεμος Εὐρυμίδης ὅς μαντοσύνη καίνυμαι καί μαντεύομαι καταγηράσκω Κύκλωψ
2187999,9.511-9.512,"[9.511] ὅς μοι ἔφη τάδε πάντα τελευτήσεσθαι ὀπίσσω, [9.512] χειρῶν ἐξ Ὀδυσῆος ἁμαρτήσεσθαι ὀπωπῆς.","He told me that all these things should be brought to pass in days to come, that by the hands of Odysseus I should lose my sight.",ὅς ἐγώ φημί ὅδε πᾶς τελευτάω ὀπίσω χείρ ἐκ Ὀδυσσεύς ἁμαρτάνω ὀπωπή
2188000,9.513-9.514,"[9.513] ἀλλ᾽ αἰεί τινα φῶτα μέγαν καὶ καλὸν ἐδέγμην [9.514] ἐνθάδ᾽ ἐλεύσεσθαι, μεγάλην ἐπιειμένον ἀλκήν:","But I ever looked for some tall and comely man to come hither, clothed in great might,",ἀλλά ἀεί τις φώς μέγας καί καλός δέχομαι ἐνθάδε ἔρχομαι μέγας ἐπιέννυμι ἀλκή
2188001,9.515-9.516,"[9.515] νῦν δέ μ᾽ ἐὼν ὀλίγος τε καὶ οὐτιδανὸς καὶ ἄκικυς [9.516] ὀφθαλμοῦ ἀλάωσεν, ἐπεί μ᾽ ἐδαμάσσατο οἴνῳ.","but now one that is puny, a man of naught and a weakling, has blinded me of my eye when he had overpowered me with wine.",νῦν δέ ἐγώ εἰμί ὀλίγος τε καί οὐτιδανός καί ἄκικυς ὀφθαλμός ἀλαόω ἐπεί ἐγώ δαμάζω οἶνος
2188002,9.517-9.518,"[9.517] ἀλλ᾽ ἄγε δεῦρ᾽, Ὀδυσεῦ, ἵνα τοι πὰρ ξείνια θείω [9.518] πομπήν τ᾽ ὀτρύνω δόμεναι κλυτὸν ἐννοσίγαιον: [0]","Yet come hither, Odysseus, that I may set before thee gifts of entertainment, and may speed thy sending hence, that the glorious Earth-shaker may grant it thee.",ἀλλά ἄγε δεῦρο Ὀδυσσεύς ἵνα σύ παρά ξένιος τίθημι πομπή σύ ὀτρύνω δίδωμι κλυτός Ἐννοσίγαιος
2188003,9.519,"[9.519] τοῦ γὰρ ἐγὼ πάϊς εἰμί, πατὴρ δ᾽ ἐμὸς εὔχεται εἶναι.","For I am his son, and he declares himself my father;",ὁ γάρ ἐγώ παῖς εἰμί πατήρ δέ ἐμός εὔχομαι εἰμί
2188004,9.520-9.521,"[9.520] αὐτὸς δ᾽, αἴ κ᾽ ἐθέλῃσ᾽, ἰήσεται, οὐ δέ τις ἄλλος οὔ τε θεῶν μακάρων οὔ τε θνητῶν ἀνθρώπων. [0]","and he himself will heal me, if it be his good pleasure, but none other either of the blessed gods or of mortal men.",αὐτός δέ εἰ ἄν ἐθέλω ἰάομαι οὐ δέ τις ἄλλος οὐ τε θεός μάκαρος οὐ τε θνητός ἄνθρωπος
2188011,9.536,"&#34; [9.536] ὣς ἔφατ᾽ εὐχόμενος, τοῦ δ᾽ ἔκλυε κυανοχαίτης.","So he spoke in prayer, and the dark-haired god heard him.",ὡς φημί εὔχομαι ὁ δέ κλύω κυανοχαίτης
2188012,9.537-9.540,"[9.537] αὐτὰρ ὅ γ᾽ ἐξαῦτις πολὺ μείζονα λᾶαν ἀείρας [9.538] ἧκ᾽ ἐπιδινήσας, ἐπέρεισε δὲ ἶν᾽ ἀπέλεθρον, [9.539] κὰδ᾽ δ᾽ ἔβαλεν μετόπισθε νεὸς κυανοπρῴροιο [9.540] τυτθόν, ἐδεύησεν δ᾽ οἰήιον ἄκρον ἱκέσθαι.","But the Cyclops lifted on high again a far greater stone, and swung and hurled it, putting into the throw measureless strength. He cast it a little behind the dark-prowed ship, and barely missed the end of the steering-oar.",ἀτάρ ὁ γε ἐξαῦτις πολύς μέγας λᾶας ἀείρω ἵημι ἐπιδινέω ἐπερείδω δέ ἴς ἀπέλεθρος κατά δέ βάλλω μετόπισθε ναῦς κυανόπρῳρος τυτθός δεύω2 δέ οἰήιον ἄκρος ἱκνέομαι
2188013,9.541,[9.541] ἐκλύσθη δὲ θάλασσα κατερχομένης ὑπὸ πέτρης:,"And the sea surged beneath the stone as it fell,",κλύζω δέ θάλασσα κατέρχομαι ὑπό πέτρα
2188014,9.542,"[9.542] τὴν δὲ πρόσω φέρε κῦμα, θέμωσε δὲ χέρσον ἱκέσθαι.",and the wave bore the ship onward and drove it to the shore.,ὁ δέ πρόσω φέρω κῦμα θεμόω δέ χέρσος ἱκνέομαι
2188015,9.543-9.547,"&#34; [9.543] ἀλλ᾽ ὅτε δὴ τὴν νῆσον ἀφικόμεθ᾽, ἔνθα περ ἄλλαι [9.544] νῆες ἐύσσελμοι μένον ἁθρόαι, ἀμφὶ δ᾽ ἑταῖροι [9.545] ἥατ᾽ ὀδυρόμενοι, ἡμέας ποτιδέγμενοι αἰεί, [9.546] νῆα μὲν ἔνθ᾽ ἐλθόντες ἐκέλσαμεν ἐν ψαμάθοισιν, [9.547] ἐκ δὲ καὶ αὐτοὶ βῆμεν ἐπὶ ῥηγμῖνι θαλάσσης.","Now when we had come to the island, where our other well-benched ships lay all together, and round about them our comrades, ever expecting us, sat weeping, then, on coming thither, we beached our ship on the sands, and ourselves went forth upon the shore of the sea.",ἀλλά ὅτε δή ὁ νῆσος ἀφικνέομαι ἔνθα πέρ ἄλλος ναῦς εὔσελμος μένω ἀθρόος ἀμφί δέ ἑταῖρος ἧμαι ὀδύρομαι ἐγώ προσδέχομαι ἀεί ναῦς μέν ἔνθα ἔρχομαι κέλλω ἐν ψάμαθος ἐκ δέ καί αὐτός βαίνω ἐπί ῥηγμίν θάλασσα
2188016,9.548-9.549,"[9.548] μῆλα δὲ Κύκλωπος γλαφυρῆς ἐκ νηὸς ἑλόντες [9.549] δασσάμεθ᾽, ὡς μή τίς μοι ἀτεμβόμενος κίοι ἴσης.","Then we took from out the hollow ship the flocks of the Cyclops, and divided them, that so far as in me lay no man might go defrauded of an equal share.",μῆλον δέ Κύκλωψ γλαφυρός ἐκ ναῦς αἱρέω δατέομαι ὡς μή τις ἐγώ ἀτέμβω κίω ἴσος
2188017,9.550-9.551,[9.550] ἀρνειὸν δ᾽ ἐμοὶ οἴῳ ἐυκνήμιδες ἑταῖροι [9.551] μήλων δαιομένων δόσαν ἔξοχα:,"But the ram my well-greaved comrades gave to me alone, when the flocks were divided, as a gift apart;",ἀρνειός δέ ἐγώ οἶος ἐυκνήμις ἑταῖρος μῆλον δαίω2 δίδωμι ἔξοχος
2188018,9.551-9.553,"[9.551] τὸν δ᾽ ἐπὶ θινὶ [9.552] Ζηνὶ κελαινεφέι Κρονίδῃ, ὃς πᾶσιν ἀνάσσει, [9.553] ῥέξας μηρί᾽ ἔκαιον:","and on the shore I sacrificed him to Zeus, son of Cronos, god of the dark clouds, who is lord of all, and burned the thigh-pieces.",ὁ δέ ἐπί θίς Ζεύς κελαινεφής Κρονίδης ὅς πᾶς ἀνάσσω ῥέζω μηρία καίω
2188019,9.553-9.555,"[9.553] ὁ δ᾽ οὐκ ἐμπάζετο ἱρῶν, [9.554] ἀλλ᾽ ὅ γε μερμήριξεν ὅπως ἀπολοίατο πᾶσαι [9.555] νῆες ἐύσσελμοι καὶ ἐμοὶ ἐρίηρες ἑταῖροι.","Howbeit he heeded not my sacrifice, but was planning how all my well-benched ships might perish and my trusty comrades.",ὁ δέ οὐ ἐμπάζομαι ἱερός ἀλλά ὁ γε μερμηρίζω ὅπως ἀπόλλυμι πᾶς ναῦς εὔσελμος καί ἐμός ἐρίηρος ἑταῖρος
2188020,9.556-9.557,&#34; [9.556] ὣς τότε μὲν πρόπαν ἦμαρ ἐς ἠέλιον καταδύντα [9.557] ἥμεθα δαινύμενοι κρέα τ᾽ ἄσπετα καὶ μέθυ ἡδύ:,"So, then, all day long till set of sun we sat feasting on abundant flesh and sweet wine;",ὡς τότε μέν πρόπας ἦμαρ εἰς ἠέλιος καταδύω ἧμαι δαίνυμι κρέας τε ἄσπετος καί μέθυ ἡδύς
2188021,9.558-9.559,"[9.558] ἦμος δ᾽ ἠέλιος κατέδυ καὶ ἐπὶ κνέφας ἦλθε, [9.559] δὴ τότε κοιμήθημεν ἐπὶ ῥηγμῖνι θαλάσσης.","but when the sun set and darkness came on, then we lay down to rest on the shore of the sea.",ἦμος δέ ἠέλιος καταδύω καί ἐπί κνέφας ἔρχομαι δή τότε κοιμάω ἐπί ῥηγμίν θάλασσα
2188022,9.560-9.562,"[9.560] ἦμος δ᾽ ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς, [9.561] δὴ τότ᾽ ἐγὼν ἑτάροισιν ἐποτρύνας ἐκέλευσα [9.562] αὐτούς τ᾽ ἀμβαίνειν ἀνά τε πρυμνήσια λῦσαι:","And as soon as early Dawn appeared, the rosy-fingered, I roused my comrades, and bade them themselves to embark and to loose the stern cables.",ἦμος δέ ἠριγένεια φαίνω ῥοδοδάκτυλος ἠώς δή τότε ἐγώ ἑταῖρος ἐποτρύνω κελεύω αὐτός τε ἀναβαίνω ἀνά τε πρυμνήσιος λύω
2188023,9.563-9.564,"[9.563] οἱ δ᾽ αἶψ᾽ εἴσβαινον καὶ ἐπὶ κληῖσι καθῖζον, [9.564] ἑξῆς δ᾽ ἑζόμενοι πολιὴν ἅλα τύπτον ἐρετμοῖς.","So they went on board straightway and sat down upon the benches, and sitting well in order smote the grey sea with their oars.",ὁ δέ αἶψα εἰσβαίνω καί ἐπί κλείς καθίζω ἑξῆς δέ ἕζομαι πολιός ἅλς τύπτω ἐρετμόν
2188024,9.565-9.566,"&#34; [9.565] ἔνθεν δὲ προτέρω πλέομεν ἀκαχήμενοι ἦτορ, [9] ἄσμενοι ἐκ θανάτοιο, φίλους ὀλέσαντες ἑταίρους.","Thence we sailed on, grieved at heart, glad to have escaped death, though we had lost our dear comrades.",ἔνθεν δέ προτέρω πλέω ἀχεύω ἦτορ ἄσμενος ἐκ θάνατος φίλος ὄλλυμι ἑταῖρος
2188025,10.1,&#34; [10.1] Αἰολίην δ᾽ ἐς νῆσον ἀφικόμεθ᾽:,"Then to the Aeolian isle we came,",Αἰολίη δέ εἰς νῆσος ἀφικνέομαι
2188026,10.1-10.3,"[10.1] ἔνθα δ᾽ ἔναιεν [10.2] Αἴολος Ἱπποτάδης, φίλος ἀθανάτοισι θεοῖσιν, [10.3] πλωτῇ ἐνὶ νήσῳ:","where dwelt Aeolus, son of Hippotas, dear to the immortal gods, in a floating island,",ἔνθα δέ ναίω Αἴολος Ἱπποτάδης φίλος ἀθάνατος θεός πλωτός ἐν νῆσος
2188027,10.3-10.4,"[10.3] πᾶσαν δέ τέ μιν πέρι τεῖχος [10.4] χάλκεον ἄρρηκτον, λισσὴ δ᾽ ἀναδέδρομε πέτρη. [0]","and all around it is a wall of unbreakable bronze, and the cliff runs up sheer.",πᾶς δέ τε μιν περί τεῖχος χάλκεος ἄρρηκτος λισσός δέ ἀνατρέχω πέτρα
2188028,10.5-10.6,"[10.5] τοῦ καὶ δώδεκα παῖδες ἐνὶ μεγάροις γεγάασιν, [10.6] ἓξ μὲν θυγατέρες, ἓξ δ᾽ υἱέες ἡβώοντες:","Twelve children of his, too, there are in the halls, six daughters and six sturdy sons,",ὁ καί δώδεκα παῖς ἐν μέγαρον γίγνομαι ἕξ μέν θυγάτηρ ἕξ δέ υἱός ἡβάω
2188029,10.7,[10.7] ἔνθ᾽ ὅ γε θυγατέρας πόρεν υἱάσιν εἶναι ἀκοίτις.,and he gave his daughters to his sons to wife.,ἔνθα ὁ γε θυγάτηρ πόρω υἱός εἰμί ἄκοιτις
2188030,10.8-10.11,"[10.8] οἱ δ᾽ αἰεὶ παρὰ πατρὶ φίλῳ καὶ μητέρι κεδνῇ [10.9] δαίνυνται, παρὰ δέ σφιν ὀνείατα μυρία κεῖται, [10.10] κνισῆεν δέ τε δῶμα περιστεναχίζεται αὐλῇ [10.11] ἤματα:","These, then, feast continually by their dear father and good mother, and before them lies boundless good cheer. And the house, filled with the savour of feasting, resounds all about even in the outer court by day, 1",ὁ δέ ἀεί παρά πατήρ φίλος καί μήτηρ κεδνός δαίνυμι παρά δέ σφεῖς ὄνειαρ μυρίος κεῖμαι κνισήεις δέ τε δῶμα περιστεναχίζω αὐλή ἦμαρ
